window removeEventListener 0 1541968023592
jQuery makeArray 0.22994353942322587 1541968042246
jQuery filter 0.22994353942322587 1541968042246
jQuery when 0.22994353942322587 1541968042246
jQuery Deferred 0.22994353942322587 1541968042246
jQuery Callbacks 0.22994353942322587 1541968042247
jQuery each 0.22994353942322587 1541968042248
jQuery Callbacks 0.22994353942322587 1541968042248
jQuery each 0.22994353942322587 1541968042248
jQuery Callbacks 0.22994353942322587 1541968042248
jQuery each 0.22994353942322587 1541968042249
jQuery Callbacks 0.22994353942322587 1541968042249
jQuery each 0.22994353942322587 1541968042249
jQuery Callbacks 0.22994353942322587 1541968042249
jQuery each 0.22994353942322587 1541968042249
jQuery Callbacks 0.22994353942322587 1541968042250
jQuery each 0.22994353942322587 1541968042250
jQuery each 0.22994353942322587 1541968042250
jQuery each 0.22994353942322587 1541968042250
jQuery each 0.22994353942322587 1541968042251
jQuery each 0.22994353942322587 1541968042252
jQuery each 0.22994353942322587 1541968042252
jQuery each 0.22994353942322587 1541968042252
jQuery extend 0.22994353942322587 1541968042252
jQuery each 0.22994353942322587 1541968042252
jQuery noop 0.22994353942322587 1541968042252
jQuery removeData 0.22994353942322587 1541968042253
jQuery hasData 0.22994353942322587 1541968042253
jQuery hasData 0.04412347928422422 1541968042253
jQuery removeData 0.04412347928422422 1541968042254
jQuery noop 0.04412347928422422 1541968042254
jQuery when 0.04412347928422422 1541968042254
jQuery Deferred 0.04412347928422422 1541968042254
jQuery Callbacks 0.04412347928422422 1541968042254
jQuery each 0.04412347928422422 1541968042255
jQuery Callbacks 0.04412347928422422 1541968042255
jQuery each 0.04412347928422422 1541968042255
jQuery Callbacks 0.04412347928422422 1541968042256
jQuery each 0.04412347928422422 1541968042257
jQuery Callbacks 0.04412347928422422 1541968042257
jQuery each 0.04412347928422422 1541968042257
jQuery Callbacks 0.04412347928422422 1541968042257
jQuery each 0.04412347928422422 1541968042258
jQuery Callbacks 0.04412347928422422 1541968042258
jQuery each 0.04412347928422422 1541968042258
jQuery each 0.04412347928422422 1541968042259
jQuery each 0.04412347928422422 1541968042259
jQuery each 0.04412347928422422 1541968042259
jQuery each 0.04412347928422422 1541968042259
jQuery each 0.04412347928422422 1541968042260
jQuery each 0.04412347928422422 1541968042260
jQuery extend 0.04412347928422422 1541968042260
jQuery each 0.04412347928422422 1541968042261
jQuery filter 0.04412347928422422 1541968042261
jQuery makeArray 0.04412347928422422 1541968042262
jQuery unique 0.04412347928422422 1541968042262
jQuery removeData 0.9216535512512034 1541968042262
jQuery unique 0.9216535512512034 1541968042262
jQuery noop 0.9216535512512034 1541968042262
jQuery makeArray 0.9216535512512034 1541968042263
jQuery filter 0.9216535512512034 1541968042263
jQuery when 0.9216535512512034 1541968042263
jQuery Deferred 0.9216535512512034 1541968042264
jQuery Callbacks 0.9216535512512034 1541968042264
jQuery each 0.9216535512512034 1541968042264
jQuery Callbacks 0.9216535512512034 1541968042265
jQuery each 0.9216535512512034 1541968042265
jQuery Callbacks 0.9216535512512034 1541968042265
jQuery each 0.9216535512512034 1541968042265
jQuery Callbacks 0.9216535512512034 1541968042266
jQuery each 0.9216535512512034 1541968042266
jQuery Callbacks 0.9216535512512034 1541968042266
jQuery each 0.9216535512512034 1541968042266
jQuery Callbacks 0.9216535512512034 1541968042266
jQuery each 0.9216535512512034 1541968042268
jQuery each 0.9216535512512034 1541968042268
jQuery each 0.9216535512512034 1541968042268
jQuery each 0.9216535512512034 1541968042268
jQuery each 0.9216535512512034 1541968042268
jQuery each 0.9216535512512034 1541968042269
jQuery each 0.9216535512512034 1541968042269
jQuery extend 0.9216535512512034 1541968042270
jQuery each 0.9216535512512034 1541968042270
jQuery hasData 0.9216535512512034 1541968042271
jQuery unique 0.8021062371170429 1541968042271
jQuery noop 0.8021062371170429 1541968042271
jQuery when 0.8021062371170429 1541968042271
jQuery Deferred 0.8021062371170429 1541968042271
jQuery Callbacks 0.8021062371170429 1541968042272
jQuery each 0.8021062371170429 1541968042272
jQuery Callbacks 0.8021062371170429 1541968042272
jQuery each 0.8021062371170429 1541968042272
jQuery Callbacks 0.8021062371170429 1541968042272
jQuery each 0.8021062371170429 1541968042272
jQuery Callbacks 0.8021062371170429 1541968042273
jQuery each 0.8021062371170429 1541968042273
jQuery Callbacks 0.8021062371170429 1541968042273
jQuery each 0.8021062371170429 1541968042274
jQuery Callbacks 0.8021062371170429 1541968042274
jQuery each 0.8021062371170429 1541968042274
jQuery each 0.8021062371170429 1541968042275
jQuery each 0.8021062371170429 1541968042276
jQuery each 0.8021062371170429 1541968042276
jQuery each 0.8021062371170429 1541968042276
jQuery each 0.8021062371170429 1541968042276
jQuery each 0.8021062371170429 1541968042277
jQuery extend 0.8021062371170429 1541968042277
jQuery each 0.8021062371170429 1541968042278
jQuery removeData 0.8021062371170429 1541968042278
jQuery hasData 0.8021062371170429 1541968042278
jQuery makeArray 0.8021062371170429 1541968042278
jQuery filter 0.8021062371170429 1541968042278
